Timestamp (ms),Timestamp,Speaker,Transcript,Showing （1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
2848554,00:47:28.554,m,uhoh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2851886,00:47:31.886,m,can you help xxx?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2876060,00:47:56.60,m,you wanna help?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
2882350,00:48:02.350,m,bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
2931174,00:48:51.174,m,are we all done?,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
2935662,00:48:55.662,m,done,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2935934,00:48:55.934,m,should we,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2937974,00:48:57.974,m,we ugh,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
2938892,00:48:58.892,m,xxx up?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2941680,00:49:01.680,m,do you remember which one?,0,,0,,1,one,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,0,1,,
2944264,00:49:04.264,m,come here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2945896,00:49:05.896,m,is it that one?,0,,1,vacuumbutton,1,one,,,,,2,it,that,,,,,,1,1,vacuumbutton,vacuumbutton,,,,,,1,1,,,,,0,1,,
2947460,00:49:07.460,m,some here?,0,,1,vacuumbutton,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
2947970,00:49:07.970,m,can you do it?,1,pushvacuumbutton,0,,0,,,,,,2,you,it,,,,,,0,2,child,pushvacuumbutton,,,,,,0,0,,,,,0,2,,
2957184,00:49:17.184,m,try again,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2964902,00:49:24.902,m,try again,1,pushvacuumbutton,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2966058,00:49:26.58,m,one more,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2967418,00:49:27.418,m,put your foot there,1,vacuumbutton,0,,1,foot,,,,,1,your,,,,,,,1,0,childsfoot,,,,,,,1,1,,,,,1,1,,
2978366,00:49:38.366,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2979148,00:49:39.148,m,put it away?,0,,0,,0,,,,,,1,it,,,,,,,0,1,vacuum,,,,,,,0,0,,,,,0,1,,
2980610,00:49:40.610,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2988634,00:49:48.634,m,hold on,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2988974,00:49:48.974,m,Mommy gets through,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
2990368,00:49:50.368,m,Mommy needs to do,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3006892,00:50:06.892,m,thank you for helping bugs,0,,0,,1,bugs,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,1,1,,
3010326,00:50:10.326,m,you wanna play with that?,0,,0,,0,,,,,,2,you,that,,,,,,0,2,child,shapetoy,,,,,,0,0,,,,,0,2,,
3014508,00:50:14.508,m,I'll open it for you,0,,0,,0,,,,,,3,i,it,you,,,,,0,3,mother,shapetoy,child,,,,,0,0,,,,,0,3,,
3018180,00:50:18.180,m,you showing off?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
3020424,00:50:20.424,m,do you want me to open it?,0,,0,,0,,,,,,3,you,me,it,,,,,0,3,child,mother,shapetoy,,,,,0,0,,,,,0,3,,
3021308,00:50:21.308,m,we did the shapes,0,,0,,1,shapes,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
3025796,00:50:25.796,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3030386,00:50:30.386,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3036948,00:50:36.948,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3038138,00:50:38.138,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3040076,00:50:40.76,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3040382,00:50:40.382,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3041300,00:50:41.300,m,oh god,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3041946,00:50:41.946,m,my gosh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
3044156,00:50:44.156,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3047216,00:50:47.216,m,yeah?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3047760,00:50:47.760,m,did you hear a noise?,0,,0,,1,noise,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
3050684,00:50:50.684,m,should we open the shape xxx?,0,,0,,1,shape,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
3062924,00:51:02.924,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3065406,00:51:05.406,m,hmm getting really good at this,0,,1,redside,0,,,,,,1,this,,,,,,,0,1,puttingshapesin,,,,,,,0,0,,,,,0,1,,
3067548,00:51:07.548,m,no that's not where,0,,0,,0,,,,,,1,that,,,,,,,0,1,redshapetoy,,,,,,,0,0,,,,,0,1,,
3069316,00:51:09.316,m,Usher it's red,0,,1,redside,2,usher,red,,,,1,it,,,,,,,0,1,redshapetoy,,,,,,,1,1,,,,,0,1,,
3070642,00:51:10.642,m,red goes with red,0,,1,redside,2,red,red,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3073498,00:51:13.498,m,keep trying,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3075164,00:51:15.164,m,oh so close bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3077068,00:51:17.68,m,try again,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3078802,00:51:18.802,m,no keep trying this one,0,,1,redside,1,one,,,,,1,this,,,,,,,1,0,redshapetoy,,,,,,,1,1,,,,,1,0,,
3082440,00:51:22.440,m,yay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3085364,00:51:25.364,m,yellow with yellow?,0,,0,,2,yellow,yellow,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3086894,00:51:26.894,m,mm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3087370,00:51:27.370,m,that one's kinda a hard shape,0,,0,,2,one,shape,,,,1,that,,,,,,,1,0,yellowshapetoy,,,,,,,1,1,,,,,1,1,,
3090056,00:51:30.56,m,Mommy help you?,0,,0,,1,mommy,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,0,1,,
3093150,00:51:33.150,m,try now,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3095870,00:51:35.870,m,mm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3097026,00:51:37.26,m,try that,1,turnyellowshapetoy,0,,0,,,,,,1,that,,,,,,,0,1,turnyellowshapetoy,,,,,,,0,0,,,,,0,1,,
3100290,00:51:40.290,m,orange to orange,0,,0,,2,orange,orange,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3101310,00:51:41.310,m,is that a triangle?,0,,0,,1,triangle,,,,,1,that,,,,,,,0,1,triangleshapetoy,,,,,,,1,1,,,,,1,1,,
3106784,00:51:46.784,m,mm keep doing the triangles,0,,1,orangeside,1,triangles,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3112394,00:51:52.394,m,get it lined up just right,0,,0,,0,,,,,,1,it,,,,,,,0,1,triangleshapetoy,,,,,,,0,0,,,,,0,1,,
3115182,00:51:55.182,m,there we go,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,1,,
3119398,00:51:59.398,m,blue blue,1,blueside,0,,1,blue,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3120758,00:52:00.758,m,that one's a good one,0,,0,,2,one,one,,,,1,that,,,,,,,1,0,blueshapetoy,,,,,,,1,1,,,,,1,2,,
3122186,00:52:02.186,m,square,0,,0,,1,square,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3123750,00:52:03.750,m,whoah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3125722,00:52:05.722,m,purple with purple,1,purpleside,0,,2,purple,purple,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3130618,00:52:10.618,m,this is a,0,,0,,0,,,,,,1,this,,,,,,,0,1,capticleshapetoy,,,,,,,0,0,,,,,0,2,,
3132250,00:52:12.250,m,cepticle?,0,,0,,1,cepticle,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3135038,00:52:15.38,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3136874,00:52:16.874,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3137826,00:52:17.826,m,what is that?,0,,0,,0,,,,,,1,that,,,,,,,0,1,greenstar,,,,,,,0,0,,,,,0,2,,
3139764,00:52:19.764,m,is it a green star?,0,,0,,1,star,,,,,1,it,,,,,,,0,1,greenstar,,,,,,,1,1,,,,,1,1,,
3141498,00:52:21.498,m,why are you putting it in the blue side?,0,,0,,1,side,,,,,2,you,it,,,,,,0,2,child,greenstar,,,,,,1,0,,,,,1,2,,
3144286,00:52:24.286,m,green to green side,0,,1,greenside,1,side,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3146360,00:52:26.360,m,[gasp],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3147074,00:52:27.74,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3150746,00:52:30.746,m,do the last one,1,redovalshapetoy,0,,1,one,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3154894,00:52:34.894,m,is that a oval?,0,,0,,1,oval,,,,,1,that,,,,,,,0,1,redovalshapetoy,,,,,,,1,1,,,,,1,0,,
3156798,00:52:36.798,m,[gasp],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3157478,00:52:37.478,m,red oval,0,,0,,1,oval,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3158226,00:52:38.226,m,all done,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
3160130,00:52:40.130,m,xxx there was a,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,2,,
3161762,00:52:41.762,m,xxx here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3163156,00:52:43.156,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3243736,00:54:03.736,m,I thought I saw your chain,0,,0,,1,chain,,,,,2,i,your,,,,,,1,1,mother,childschain,,,,,,1,1,,,,,1,3,,
3245096,00:54:05.96,m,xxx another shape but,0,,0,,1,shape,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3259172,00:54:19.172,m,train,0,,0,,1,train,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3265836,00:54:25.836,m,on the table,0,,0,,1,table,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3266754,00:54:26.754,m,that's a good idea,0,,0,,1,idea,,,,,1,that,,,,,,,0,1,trainontable,,,,,,,1,0,,,,,1,1,,
3272806,00:54:32.806,m,here's some more,1,train,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
3314864,00:55:14.864,m,uhoh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3364130,00:56:04.130,m,whooh bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3364504,00:56:04.504,m,I found more,1,train,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
3495302,00:58:15.302,m,do you want Mommy to help you?,0,,0,,1,mommy,,,,,2,you,you,,,,,,0,2,child,child,,,,,,1,0,,,,,0,2,,
3496424,00:58:16.424,m,or you have it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,connecttrains,,,,,,0,0,,,,,0,2,,
3505672,00:58:25.672,m,oh you did it,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,connecttrains,,,,,,0,0,,,,,0,2,,
3506998,00:58:26.998,m,you didn't need me,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
3512336,00:58:32.336,m,did you hurt your back?,0,,0,,1,back,,,,,2,you,your,,,,,,1,1,child,childsback,,,,,,1,1,,,,,0,2,,
3523114,00:58:43.114,m,ow?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3525562,00:58:45.562,m,hmm bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
3534742,00:58:54.742,m,what are we gonna do about this?,0,,0,,0,,,,,,2,we,this,,,,,,0,2,motherandchild,childseyes,,,,,,0,0,,,,,0,3,,
3538728,00:58:58.728,m,all done,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
3539332,00:58:59.332,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3540828,00:59:00.828,m,all done with my touching it?,0,,0,,0,,,,,,2,my,it,,,,,,0,2,mother,childseyes,,,,,,0,0,,,,,0,3,,
3543174,00:59:03.174,m,let's hope it's getting xxx touching it,0,,0,,0,,,,,,2,it,it,,,,,,0,2,childseyes,childseyes,,,,,,0,0,,,,,0,3,,
3547152,00:59:07.152,m,help?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3553782,00:59:13.782,m,xxx maybe I'm gonna call your pediatrician,0,,0,,1,pediatrician,,,,,2,i,your,,,,,,1,1,mother,childspediatrician,,,,,,1,1,,,,,1,2,,
3645922,01:00:45.922,m,xxx Mommy's on the phone,0,,0,,2,mommy,phone,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3647078,01:00:47.78,m,okay?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3649526,01:00:49.526,m,hold on,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3658638,01:00:58.638,m,busy signal,0,,0,,1,signal,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3659794,01:00:59.794,m,that's not good,0,,0,,0,,,,,,1,that,,,,,,,0,1,nosignal,,,,,,,0,0,,,,,0,1,,
3703008,01:01:43.8,m,do you want me to help you?,0,,0,,0,,,,,,3,you,me,you,,,,,0,3,child,mother,child,,,,,0,0,,,,,0,3,,
3714500,01:01:54.500,m,so these are the cows go in this one,0,,1,traintoy,2,cows,one,,,,2,these,this,,,,,,1,1,cowtoy,traintoy,,,,,,1,1,,,,,2,1,,
3717730,01:01:57.730,m,then push all the,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
3718954,01:01:58.954,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3720144,01:02:00.144,m,and this one,1,traintoy,0,,1,one,,,,,1,this,,,,,,,1,0,traintoy,,,,,,,1,1,,,,,1,0,,
3724530,01:02:04.530,m,and the milk,0,,0,,1,milk,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3725448,01:02:05.448,m,goes in this one,1,traintoy,0,,1,one,,,,,1,this,,,,,,,1,0,traintoy,,,,,,,1,1,,,,,1,0,,
3734254,01:02:14.254,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3889600,01:04:49.600,m,tissue?,0,,0,,1,tissue,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3899902,01:04:59.902,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
3901568,01:05:01.568,m,whooh what happened to my sock?,0,,0,,1,sock,,,,,1,my,,,,,,,1,0,motherssock,,,,,,,1,1,,,,,1,2,,
3904968,01:05:04.968,m,you see a picture of xxx?,0,,0,,1,picture,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
3907926,01:05:07.926,m,blow,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3909762,01:05:09.762,m,blow hard Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3915134,01:05:15.134,m,look after Mommy,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
3917752,01:05:17.752,m,mm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4001936,01:06:41.936,m,did you do something?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
4062286,01:07:42.286,m,mm I don't want to help you do that,0,,0,,0,,,,,,3,i,you,that,,,,,0,3,mother,child,playatthewindow,,,,,0,0,,,,,0,3,,
4063884,01:07:43.884,m,the pediatrician won't answer the phone,0,,0,,2,pediatrician,phone,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
4069528,01:07:49.528,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4071806,01:07:51.806,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4074764,01:07:54.764,m,ein baya,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4075750,01:07:55.750,m,no problem,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4077654,01:07:57.654,m,thanks bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
4080204,01:08:00.204,m,where did you put that book?,0,,0,,1,book,,,,,2,you,that,,,,,,1,1,child,book,,,,,,1,1,,,,,1,1,,
4081700,01:08:01.700,m,we have a bunch books down here you haven't read,0,,0,,1,books,,,,,2,we,you,,,,,,0,2,motherandchild,child,,,,,,1,0,,,,,2,2,,
4084148,01:08:04.148,m,if you wanna read,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4113082,01:08:33.82,m,Usher be careful if you jump down,0,,0,,1,usher,,,,,1,you,,,,,,,0,1,child,,,,,,,1,1,,,,,0,1,,
4114646,01:08:34.646,m,there's books,0,,0,,1,books,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
4115258,01:08:35.258,m,you may get hurt,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4115802,01:08:35.802,m,okay?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4170542,01:09:30.542,m,uhoh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4172310,01:09:32.310,m,are you alright?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4194648,01:09:54.648,m,don't throw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4195294,01:09:55.294,m,I don't like that,0,,0,,0,,,,,,2,i,that,,,,,,0,2,mother,childthrowing,,,,,,0,0,,,,,0,2,,
4197810,01:09:57.810,m,don't throw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4201788,01:10:01.788,m,you know what Mommy said,0,,0,,1,mommy,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
4209064,01:10:09.64,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
4209676,01:10:09.676,m,[drink],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4211920,01:10:11.920,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4213076,01:10:13.76,m,I love milk,0,,0,,1,milk,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,1,1,,
4215558,01:10:15.558,m,all gone?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4217768,01:10:17.768,m,all gone,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4221644,01:10:21.644,m,we have to get more from the cow,0,,0,,1,cow,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
4223378,01:10:23.378,m,get the cow,0,,0,,1,cow,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4227322,01:10:27.322,m,we milk the cow,0,,0,,1,cow,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
4228172,01:10:28.172,m,come in here,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4230178,01:10:30.178,m,[milk the cow],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4231878,01:10:31.878,m,more milk,1,milktoy,0,,1,milk,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4235210,01:10:35.210,m,full,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4237386,01:10:37.386,m,you are gonna drink it?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,milktoy,,,,,,0,0,,,,,0,2,,
4238814,01:10:38.814,m,dink it,0,,0,,0,,,,,,1,it,,,,,,,0,1,milktoy,,,,,,,0,0,,,,,0,1,,
4242996,01:10:42.996,m,more milk?,1,cowtoy,0,,1,milk,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4245036,01:10:45.36,m,[milk],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4248640,01:10:48.640,m,there's more milk in there now,0,,0,,1,milk,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
4250782,01:10:50.782,m,milk comes from cows,0,,0,,2,milk,cows,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
4251802,01:10:51.802,m,that's why there's a cow in there,0,,1,cowtoy,1,cow,,,,,1,that,,,,,,,0,1,cowwithmilk,,,,,,,1,0,,,,,1,2,,
4257752,01:10:57.752,m,it doesn't open bug,0,,0,,1,bug,,,,,1,it,,,,,,,0,1,milktoy,,,,,,,1,0,,,,,1,1,,
4258738,01:10:58.738,m,let's just pretend,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4260880,01:11:00.880,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4263192,01:11:03.192,m,don't throw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4263940,01:11:03.940,m,Mommy doesn't like it,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,childthrowing,,,,,,,1,0,,,,,0,1,,
4264960,01:11:04.960,m,please don't throw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4266082,01:11:06.82,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4320720,01:12:00.720,m,don't throw things at Mommy,0,,0,,2,things,mommy,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
4322182,01:12:02.182,m,I don't like that,0,,0,,0,,,,,,2,i,that,,,,,,0,2,mother,childthrowing,,,,,,0,0,,,,,0,2,,
4323236,01:12:03.236,m,I don't like it,0,,0,,0,,,,,,2,i,it,,,,,,0,2,mother,childthrowing,,,,,,0,0,,,,,0,2,,
4325548,01:12:05.548,m,more what?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
4328982,01:12:08.982,m,look,1,traindownleg,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4329900,01:12:09.900,m,it can go down my leg,0,,0,,1,leg,,,,,2,it,my,,,,,,1,1,traintoy,mothersleg,,,,,,1,1,,,,,1,2,,
4331362,01:12:11.362,m,look,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4332756,01:12:12.756,m,oh this one doesn't work,0,,0,,1,one,,,,,1,this,,,,,,,1,0,traintoy,,,,,,,1,1,,,,,1,0,,
4336088,01:12:16.88,m,they are too far apart,0,,0,,0,,,,,,1,they,,,,,,,0,1,traintoy,,,,,,,0,0,,,,,0,1,,
4339216,01:12:19.216,m,aw,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4349518,01:12:29.518,m,dy dy dy dy,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
4351524,01:12:31.524,m,no not the,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
