Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Nouns_Spacy,Pronoun_Spacy,,
4829870,01:20:29.870,m,laundry,1,laundry,,,,0,,,,,0,0,,
4831604,,c,this,,,,,,,,,,,,,,
4832964,01:20:32.964,m,I know,0,,,,,1,i,,,,2,1,,
4835174,01:20:35.174,m,laundry,1,laundry,,,,0,,,,,0,0,,
4837067,01:20:37.67,m,here we go,0,,,,,1,we,,,,2,0,,
4841022,01:20:41.22,m,come here,0,,,,,0,,,,,2,0,,
4884765,01:21:24.765,m,okay baby love,1,baby,love,,,0,,,,,2,0,,
4887500,01:21:27.500,m,here we have the soapy soap,1,soap,,,,1,we,,,,0,1,,
4893178,,c,b,,,,,,,,,,,,,,
4894436,01:21:34.436,m,no no you can't go in there,0,,,,,1,you,,,,0,0,,
4897972,,c,washer,,,,,,,,,,,,,,
4898108,01:21:38.108,m,come on Dillie,1,dillie,,,,0,,,,,1,1,,
4899717,01:21:39.717,m,that's not for Dillie,1,dillie,,,,0,,,,,0,0,,
4903456,,c,b,,,,,,,,,,,,,,
4906361,01:21:46.361,m,alright hold on step,0,,,,,0,,,,,0,1,,
4907356,01:21:47.356,m,ah ay ay,0,,,,,0,,,,,0,0,,
4907968,01:21:47.968,m,no no no,0,,,,,0,,,,,1,0,,
4908954,01:21:48.954,m,no no no,0,,,,,0,,,,,0,1,,
4910212,01:21:50.212,m,not for Dillie,1,dillie,,,,0,,,,,0,0,,
4913123,01:21:53.123,m,come on,0,,,,,0,,,,,0,0,,
4914735,01:21:54.735,m,let's see how much money have we left,1,money,,,,1,we,,,,1,0,,
4920537,01:22:00.537,m,no,0,,,,,0,,,,,0,2,,
4924390,01:22:04.390,m,no,0,,,,,0,,,,,1,3,,
4928949,01:22:08.949,m,yes,0,,,,,0,,,,,0,0,,
4929456,01:22:09.456,m,okay,0,,,,,0,,,,,0,1,,
4930909,01:22:10.909,m,uh,0,,,,,0,,,,,2,3,,
4931360,01:22:11.360,m,medium normal hot,0,,,,,0,,,,,0,0,,
4934182,01:22:14.182,m,alright,0,,,,,0,,,,,0,0,,
4937032,01:22:17.32,m,yay we don't need to add money baby,2,money,baby,,,1,we,,,,0,2,,
4941356,01:22:21.356,m,okay,0,,,,,0,,,,,0,0,,
4943124,01:22:23.124,m,come come love,1,love,,,,0,,,,,1,1,,
4944620,01:22:24.620,m,let's show them the playroom,1,playroom,,,,1,them,,,,0,2,,
4947746,01:22:27.746,m,let's show them the playroom,1,playroom,,,,1,them,,,,0,1,,
4948904,01:22:28.904,m,this way,1,way,,,,1,this,,,,0,0,,
4957982,01:22:37.982,m,come on,0,,,,,0,,,,,0,0,,
4959410,01:22:39.410,m,playroom,1,playroom,,,,0,,,,,0,1,,
4961280,01:22:41.280,m,yeah,0,,,,,0,,,,,0,0,,
4962912,01:22:42.912,m,I know,0,,,,,1,i,,,,1,2,,
4963898,,c,c,,,,,,,,,,,,,,
4964533,,c,b,,,,,,,,,,,,,,
4966346,01:22:46.346,m,I know that's a playroom,1,playroom,,,,2,i,that,,,1,2,,
4968886,01:22:48.886,m,that's a playroom,1,playroom,,,,1,that,,,,2,0,,
4974370,01:22:54.370,m,we're not going to stay,0,,,,,1,we,,,,0,0,,
4975363,01:22:55.363,m,we're just going to show them,0,,,,,2,we,them,,,0,0,,
4977872,01:22:57.872,m,so they know that you have space,1,space,,,,3,they,that,you,,1,1,,
4980536,01:23:00.536,m,come here,0,,,,,0,,,,,2,0,,
4981068,,c,space,,,,,,,,,,,,,,
4982530,,c,b,,,,,,,,,,,,,,
4982760,01:23:02.760,m,space yeah,1,space,,,,0,,,,,0,0,,
4983669,01:23:03.669,m,space so you can run around,1,space,,,,1,you,,,,0,1,,
4985318,,c,b,,,,,,,,,,,,,,
4990112,,c,dress,,,,,,,,,,,,,,
4991404,,c,b,,,,,,,,,,,,,,
4992492,,c,c,,,,,,,,,,,,,,
4993104,01:23:13.104,m,[baby talk],0,,,,,0,,,,,0,0,,
4995042,01:23:15.42,m,alright,0,,,,,0,,,,,1,1,,
4995110,,c,yay this,,,,,,,,,,,,,,
4998000,01:23:18.0,m,that's a big common room,1,commonroom,,,,1,that,,,,0,0,,
5000686,01:23:20.686,m,and this is the playroom,1,playroom,,,,1,this,,,,0,0,,
5002964,01:23:22.964,m,[gasp],0,,,,,0,,,,,0,0,,
5003848,01:23:23.848,m,lookie lookie,0,,,,,0,,,,,0,0,,
5005554,01:23:25.554,m,there are lots of people in here today,1,people,,,,0,,,,,0,0,,
5010342,01:23:30.342,m,come on,0,,,,,0,,,,,0,0,,
5013878,,c,c,,,,,,,,,,,,,,
5015340,01:23:35.340,m,yes they're coming,0,,,,,1,they,,,,0,0,,
5016559,01:23:36.559,m,they're coming,0,,,,,1,they,,,,0,0,,
5017108,01:23:37.108,m,don't worry they're coming,0,,,,,1,they,,,,0,0,,
5017890,,c,c,,,,,,,,,,,,,,
5019531,01:23:39.531,m,they're not missing anything that we're talking,0,,,,,2,they,we,,,0,2,,
5021970,01:23:41.970,m,walk,0,,,,,0,,,,,0,2,,
5022072,,c,c,,,,,,,,,,,,,,
5022650,01:23:42.650,m,huggie?,0,,,,,0,,,,,0,0,,
5023534,,c,c,,,,,,,,,,,,,,
5024542,01:23:44.542,m,ah you don't want to walkie anymore,0,,,,,1,you,,,,0,0,,
5028226,01:23:48.226,m,okay,0,,,,,0,,,,,0,0,,
5029556,,c,this,,,,,,,,,,,,,,
5029654,01:23:49.654,m,okay,0,,,,,0,,,,,0,0,,
5030606,,c,this,,,,,,,,,,,,,,
5031388,01:23:51.388,m,that is a camera,1,camera,,,,1,that,,,,0,0,,
5037882,,c,b,,,,,,,,,,,,,,
5041214,01:24:01.214,m,yeah,0,,,,,0,,,,,0,2,,
5045974,01:24:05.974,m,oh go back,0,,,,,0,,,,,0,0,,
5049068,01:24:09.68,m,let's go back,0,,,,,0,,,,,0,0,,
5052298,01:24:12.298,m,[sound effects],0,,,,,0,,,,,1,0,,
5055902,01:24:15.902,m,now,0,,,,,0,,,,,1,2,,
5056548,01:24:16.548,m,which one do you push now?,1,one,,,,1,you,,,,0,0,,
5058751,01:24:18.751,m,now we go up,0,,,,,1,we,,,,0,0,,
5060708,01:24:20.708,m,up,0,,,,,0,,,,,1,0,,
5061070,,c,c,,,,,,,,,,,,,,
5061920,01:24:21.920,m,up,0,,,,,0,,,,,1,2,,
5062294,,c,c,,,,,,,,,,,,,,
5063280,01:24:23.280,m,yeah very good,0,,,,,0,,,,,2,1,,
5065484,01:24:25.484,m,very good,0,,,,,0,,,,,1,1,,
5066782,,c,c,,,,,,,,,,,,,,
5068414,,c,b,,,,,,,,,,,,,,
5069060,01:24:29.60,m,can you push five?,1,five,,,,1,you,,,,1,1,,
5071913,01:24:31.913,m,which one is five?,2,one,five,,,0,,,,,0,0,,
5073327,,c,no,,,,,,,,,,,,,,
5073743,01:24:33.743,m,no,0,,,,,0,,,,,2,1,,
5074534,,c,c,,,,,,,,,,,,,,
5074772,01:24:34.772,m,[laugh],0,,,,,0,,,,,1,0,,
5075282,01:24:35.282,m,no,0,,,,,0,,,,,0,0,,
5076030,01:24:36.30,m,five is that one,2,five,one,,,1,that,,,,2,0,,
5077424,01:24:37.424,m,can you push that one?,1,one,,,,1,that,,,,0,0,,
5077975,,c,c,,,,,,,,,,,,,,
5079745,01:24:39.745,m,very good,0,,,,,0,,,,,0,0,,
5080620,,c,okay,,,,,,,,,,,,,,
5081232,01:24:41.232,m,five,1,five,,,,0,,,,,2,0,,
5082843,,c,push,,,,,,,,,,,,,,
5084156,01:24:44.156,m,five,1,five,,,,0,,,,,0,0,,
5085278,,c,no,,,,,,,,,,,,,,
5086910,01:24:46.910,m,hmm?,0,,,,,0,,,,,1,1,,
5087488,,c,push,,,,,,,,,,,,,,
5089154,01:24:49.154,m,oh,0,,,,,0,,,,,0,0,,
5089426,01:24:49.426,m,we're here,0,,,,,1,we,,,,0,0,,
5090072,01:24:50.72,m,you wanna walkie again?,0,,,,,1,you,,,,0,0,,
5091407,,c,no,,,,,,,,,,,,,,
5091942,01:24:51.942,m,no?,0,,,,,0,,,,,0,0,,
5092316,,c,c,,,,,,,,,,,,,,
5093612,01:24:53.612,m,no walkie,0,,,,,0,,,,,0,0,,
5095070,,c,walkie,,,,,,,,,,,,,,
5095920,01:24:55.920,m,come on,0,,,,,0,,,,,0,0,,
5099898,01:24:59.898,m,you sure you don't wanna walkie?,0,,,,,2,you,you,,,1,0,,
5101326,,c,bye,,,,,,,,,,,,,,
5103842,01:25:03.842,m,yeah,0,,,,,0,,,,,0,0,,
5104370,,c,b,,,,,,,,,,,,,,
5108632,01:25:08.632,m,okay,0,,,,,0,,,,,0,0,,
5113702,01:25:13.702,m,alright,0,,,,,0,,,,,1,0,,
5115994,01:25:15.994,m,home,1,home,,,,0,,,,,0,0,,
5119998,,c,come in,,,,,,,,,,,,,,
5121328,,c,come in,,,,,,,,,,,,,,
5122754,01:25:22.754,m,come in,0,,,,,0,,,,,0,1,,
5124146,01:25:24.146,m,come in,0,,,,,0,,,,,0,1,,
5125843,01:25:25.843,m,very good,0,,,,,0,,,,,0,1,,
5126860,01:25:26.860,m,okay,0,,,,,0,,,,,0,1,,
5127744,,c,c,,,,,,,,,,,,,,
5128054,01:25:28.54,m,now,0,,,,,0,,,,,0,0,,
5130169,01:25:30.169,m,we're going to take off walkie walkie,1,walkiewalkie,,,,1,we,,,,0,0,,
5131790,01:25:31.790,m,okay?,0,,,,,0,,,,,0,0,,
5134170,01:25:34.170,m,no touchy,0,,,,,0,,,,,0,0,,
5134782,01:25:34.782,m,no touchy,0,,,,,0,,,,,0,0,,
5135292,01:25:35.292,m,that's Mommy's soap,1,soap,,,,1,that,,,,0,0,,
5136482,01:25:36.482,m,no touchy,0,,,,,0,,,,,0,0,,
5138046,01:25:38.46,m,okay,0,,,,,0,,,,,0,0,,
5139762,01:25:39.762,m,alright,0,,,,,0,,,,,0,0,,
5142194,,c,b,,,,,,,,,,,,,,
5144544,,c,b,,,,,,,,,,,,,,
5146556,,c,b,,,,,,,,,,,,,,
5150014,,c,b,,,,,,,,,,,,,,
5154434,,c,b,,,,,,,,,,,,,,
5158412,,c,b,,,,,,,,,,,,,,
5160316,,c,b,,,,,,,,,,,,,,
5162594,,c,b,,,,,,,,,,,,,,
5165314,,c,b,,,,,,,,,,,,,,
5166504,,c,b,,,,,,,,,,,,,,
5173032,01:26:13.32,m,what's that?,0,,,,,1,that,,,,0,0,,
5174018,,c,b,,,,,,,,,,,,,,
5176284,01:26:16.284,m,whoo,0,,,,,0,,,,,0,0,,
5178404,,c,no no,,,,,,,,,,,,,,
5180274,01:26:20.274,m,[grunt],0,,,,,0,,,,,1,1,,
5180954,01:26:20.954,m,I think Elmo wants to be tickled,1,elmo,,,,1,i,,,,1,0,,
5183804,01:26:23.804,m,[laugh],0,,,,,0,,,,,0,0,,
5187720,01:26:27.720,m,[laugh],0,,,,,0,,,,,0,0,,
5189326,01:26:29.326,m,do you wanna tickle Elmo?,1,elmo,,,,1,you,,,,0,0,,
5192786,01:26:32.786,m,no?,0,,,,,0,,,,,0,0,,
5194180,01:26:34.180,m,I know you like flat Elmo better,1,elmo,,,,2,i,you,,,1,1,,
5197750,01:26:37.750,m,but tickle Elmo is also fun,1,elmo,,,,0,,,,,1,0,,
5199960,01:26:39.960,m,[laugh],0,,,,,0,,,,,0,0,,
5200130,,c,c,,,,,,,,,,,,,,
5200334,01:26:40.334,m,tickle Elmo wants a hug,1,elmo,,,,0,,,,,0,1,,
5202510,01:26:42.510,m,[laugh],0,,,,,0,,,,,2,0,,
5204244,,c,c,,,,,,,,,,,,,,
5204618,01:26:44.618,m,yes I'm going I'll hold I'll hold flat Elmo,1,elmo,,,,2,i,i,,,0,0,,
5207950,01:26:47.950,m,I think he needs a bath lovey,2,bath,lovey,,,2,i,he,,,0,0,,
5209650,01:26:49.650,m,I think flat Elmo needs to go with the next laundry,2,elmo,laundry,,,1,i,,,,0,0,,
5213322,01:26:53.322,m,yes,0,,,,,0,,,,,0,0,,
5215398,01:26:55.398,m,that's what I think,0,,,,,2,that,i,,,0,1,,
5216518,,c,b,,,,,,,,,,,,,,
5217504,01:26:57.504,m,[grunt],0,,,,,0,,,,,0,0,,
5218558,01:26:58.558,m,[sound effects],0,,,,,0,,,,,1,0,,
5219408,,c,c,,,,,,,,,,,,,,
5219612,01:26:59.612,m,[sound effects],0,,,,,0,,,,,1,0,,
5222196,,c,yes,,,,,,,,,,,,,,
5223148,,c,b,,,,,,,,,,,,,,
5223624,01:27:03.624,m,yes,0,,,,,0,,,,,0,0,,
5225946,01:27:05.946,m,hmm?,0,,,,,0,,,,,1,0,,
5230730,,c,this,,,,,,,,,,,,,,
5232158,01:27:12.158,m,this what?,0,,,,,1,this,,,,0,0,,
5256910,01:27:36.910,m,what are you walking on?,0,,,,,1,you,,,,1,0,,
5272618,01:27:52.618,m,careful,0,,,,,0,,,,,2,1,,
5286660,01:28:06.660,m,bye bye giraffe,1,giraffe,,,,0,,,,,0,1,,
5289259,01:28:09.259,m,look at the bunnies,1,bunnies,,,,0,,,,,1,0,,
5293596,01:28:13.596,m,Mommy bunny,1,bunny,,,,0,,,,,1,0,,
5295432,01:28:15.432,m,baby bunny,1,bunny,,,,0,,,,,2,0,,
5297948,01:28:17.948,m,hmm?,0,,,,,0,,,,,0,1,,
5299674,01:28:19.674,m,what are you doing in your kitchen?,1,kitchen,,,,2,you,your,,,1,0,,
5302130,01:28:22.130,m,what are you doing in your kitchen?,1,kitchen,,,,2,you,your,,,0,0,,
5303728,01:28:23.728,m,are you making something?,0,,,,,1,you,,,,0,1,,
5306097,,c,b,,,,,,,,,,,,,,
5307740,01:28:27.740,m,ah,0,,,,,0,,,,,0,0,,
5308822,01:28:28.822,m,what's in your kitchen drawer?,1,kitchendrawer,,,,1,your,,,,1,0,,
5311854,01:28:31.854,m,oh,0,,,,,0,,,,,0,0,,
5312194,01:28:32.194,m,where are your vegetables?,1,vegetables,,,,1,your,,,,0,0,,
5314302,01:28:34.302,m,where are your vegetables Dillie?,2,vegetables,dillie,,,1,your,,,,0,1,,
5317027,01:28:37.27,m,ah where are they?,0,,,,,1,they,,,,0,0,,
5318688,01:28:38.688,m,[gasp],0,,,,,0,,,,,0,0,,
5319433,01:28:39.433,m,what's this?,0,,,,,1,this,,,,0,0,,
5320728,,c,b,,,,,,,,,,,,,,
5322496,01:28:42.496,m,that is a potato,1,potato,,,,1,that,,,,1,0,,
5325386,01:28:45.386,m,potato,1,potato,,,,0,,,,,0,1,,
5327426,01:28:47.426,m,hmm?,0,,,,,0,,,,,0,0,,
5327882,,c,c,,,,,,,,,,,,,,
5329500,01:28:49.500,m,yeah this is an onion,1,onion,,,,1,this,,,,0,0,,
5331850,,c,onion,,,,,,,,,,,,,,
5333070,01:28:53.70,m,onion,1,onion,,,,0,,,,,0,0,,
5334800,,c,wow,,,,,,,,,,,,,,
5335484,01:28:55.484,m,this is corn,1,corn,,,,1,this,,,,1,0,,
5337310,,c,corn,,,,,,,,,,,,,,
5338816,,c,corn,,,,,,,,,,,,,,
5339700,01:28:59.700,m,cucumber,1,cucumber,,,,0,,,,,0,0,,
5341251,,c,corn down,,,,,,,,,,,,,,
5342488,01:29:02.488,m,[laugh],0,,,,,0,,,,,1,2,,
5343134,01:29:03.134,m,I know that's a hard one,1,one,,,,2,i,that,,,0,0,,
5344346,01:29:04.346,m,carrot,1,carrot,,,,0,,,,,1,0,,
5346466,01:29:06.466,m,hmm?,0,,,,,0,,,,,1,0,,
5347690,01:29:07.690,m,can you put them all back?,0,,,,,2,you,them,,,1,1,,
5350228,01:29:10.228,m,you want to put them away?,0,,,,,2,you,them,,,1,0,,
5350834,,c,b,,,,,,,,,,,,,,
5352654,01:29:12.654,m,hmm?,0,,,,,0,,,,,0,0,,
5353489,,c,b,,,,,,,,,,,,,,
5354808,,c,Papa,,,,,,,,,,,,,,
5355975,01:29:15.975,m,Mommy is going to have resties,1,mommy,,,,0,,,,,0,1,,
5357924,01:29:17.924,m,[grunt],0,,,,,0,,,,,1,1,,
5358978,01:29:18.978,m,Mommy is going to have resties with the bunnies,2,mommy,bunnies,,,0,,,,,1,0,,
5362276,,c,c,,,,,,,,,,,,,,
5362452,01:29:22.452,m,mmm Mommy ti ti,1,mommy,,,,0,,,,,0,1,,
5367614,01:29:27.614,m,Mommy ti ti,1,mommy,,,,0,,,,,0,4,,
5370878,01:29:30.878,m,hi bunnies,1,bunnies,,,,0,,,,,0,1,,
5373122,01:29:33.122,m,hi bunnies,1,bunnies,,,,0,,,,,2,1,,
5373802,,c,c,,,,,,,,,,,,,,
5375128,01:29:35.128,m,hi bunnies,1,bunnies,,,,0,,,,,0,0,,
5375807,,c,c,,,,,,,,,,,,,,
5378052,01:29:38.52,m,hi bunny,1,bunny,,,,0,,,,,0,0,,
5378664,,c,c,,,,,,,,,,,,,,
5381384,01:29:41.384,m,yeah they're cute bunnies,1,bunnies,,,,1,they,,,,1,0,,
5382781,,c,ah,,,,,,,,,,,,,,
5384765,,c,ah,,,,,,,,,,,,,,
5386832,,c,c,,,,,,,,,,,,,,
5391630,,c,c,,,,,,,,,,,,,,
5393325,,c,bunny,,,,,,,,,,,,,,
5396173,01:29:56.173,m,bunny,1,bunny,,,,0,,,,,1,0,,
5397976,,c,hop,,,,,,,,,,,,,,
5399540,,c,go,,,,,,,,,,,,,,
5401546,,c,c,,,,,,,,,,,,,,
5402702,01:30:02.702,m,anyway,0,,,,,0,,,,,0,0,,
5405966,,c,b,,,,,,,,,,,,,,
5408550,,c,b,,,,,,,,,,,,,,
5409638,01:30:09.638,m,[baby talk],0,,,,,0,,,,,0,0,,
5411100,01:30:11.100,m,[baby talk],0,,,,,0,,,,,0,0,,
5414296,01:30:14.296,m,[baby talk],0,,,,,0,,,,,0,2,,
5414852,,c,c,,,,,,,,,,,,,,
5415928,,c,c,,,,,,,,,,,,,,
5417477,,c,c,,,,,,,,,,,,,,
5418104,,c,c,,,,,,,,,,,,,,
5418762,,c,c,,,,,,,,,,,,,,
5419974,01:30:19.974,m,mmhm,0,,,,,0,,,,,2,2,,
5420280,,c,c,,,,,,,,,,,,,,
5420654,,c,b,,,,,,,,,,,,,,
5422014,,c,c,,,,,,,,,,,,,,
5423136,,c,c,,,,,,,,,,,,,,
5424700,,c,c,,,,,,,,,,,,,,
5426570,,c,c,,,,,,,,,,,,,,
5428145,,c,c,,,,,,,,,,,,,,
5429766,,c,c,,,,,,,,,,,,,,
5431942,,c,c,,,,,,,,,,,,,,
5433506,,c,c,,,,,,,,,,,,,,
5436566,,c,c,,,,,,,,,,,,,,
5440646,,c,c,,,,,,,,,,,,,,
5446120,,c,c,,,,,,,,,,,,,,
5448500,,c,watchy,,,,,,,,,,,,,,
5453974,,c,c,,,,,,,,,,,,,,
5455946,,c,c,,,,,,,,,,,,,,
5457782,,c,b,,,,,,,,,,,,,,
5476219,01:31:16.219,m,Mommy said no,1,mommy,,,,0,,,,,1,2,,
5478161,01:31:18.161,m,Mommy said no,1,mommy,,,,0,,,,,0,0,,
5481514,,c,watchy,,,,,,,,,,,,,,
5483214,01:31:23.214,m,no Dillie that's Mommy's,2,dillie,mommy,,,1,that,,,,0,1,,
5485784,,c,watchy,,,,,,,,,,,,,,
5487192,01:31:27.192,m,you want to play with your computer?,1,computer,,,,2,you,your,,,2,0,,
5489232,01:31:29.232,m,here we go,0,,,,,1,we,,,,0,1,,
5489810,01:31:29.810,m,let's put Dillie in front of her computer,2,dillie,computer,,,1,her,,,,2,0,,
5491884,01:31:31.884,m,huh?,0,,,,,0,,,,,1,1,,
5492292,01:31:32.292,m,where's Dillie's computer?,2,dillie,computer,,,0,,,,,0,0,,
5494128,01:31:34.128,m,where's Dillie's computer,2,dillie,computer,,,0,,,,,0,0,,
5496594,01:31:36.594,m,I know Dillie has a computer around here somewhere,2,dillie,computer,,,1,i,,,,0,0,,
5499024,01:31:39.24,m,[gasp],0,,,,,0,,,,,1,0,,
5500111,01:31:40.111,m,Dillie computer,2,dillie,computer,,,0,,,,,1,0,,
5502282,01:31:42.282,m,look,0,,,,,0,,,,,1,0,,
5504022,01:31:44.22,m,a Dillie computer,2,dillie,computer,,,0,,,,,0,0,,
5506368,01:31:46.368,m,mmhm,0,,,,,0,,,,,1,0,,
5508320,01:31:48.320,m,there we go,0,,,,,1,we,,,,0,0,,
5509360,01:31:49.360,m,[gasp],0,,,,,0,,,,,1,1,,
5510142,01:31:50.142,m,and some pretty fruits too,1,fruits,,,,0,,,,,0,0,,
5515106,01:31:55.106,m,there you go,0,,,,,1,you,,,,0,0,,
5517618,01:31:57.618,m,there you go lovey,1,lovey,,,,1,you,,,,0,3,,
5521090,01:32:01.90,m,hmm?,0,,,,,0,,,,,2,1,,
5521668,01:32:01.668,m,you can have some Cheerios too if you want,1,cheerios,,,,2,you,you,,,1,0,,
5524694,01:32:04.694,m,okay I'll put away the Elmos,1,elmos,,,,1,i,,,,1,0,,
5526088,01:32:06.88,m,one and two,0,,,,,0,,,,,2,2,,
5599698,,c,three,,,,,,,,,,,,,,
5625742,,c,six,,,,,,,,,,,,,,
5632810,,c,five,,,,,,,,,,,,,,
5636153,,c,three,,,,,,,,,,,,,,
5637474,,c,c,,,,,,,,,,,,,,
5657143,01:34:17.143,m,oops,0,,,,,0,,,,,1,1,,
5667290,,c,b,,,,,,,,,,,,,,
5668956,,c,b,,,,,,,,,,,,,,
5669534,01:34:29.534,m,you want some,0,,,,,1,you,,,,0,0,,
5669976,01:34:29.976,m,[baby talk],0,,,,,0,,,,,0,2,,
5679972,01:34:39.972,m,you going to play with those?,0,,,,,2,you,those,,,0,0,,
5681842,01:34:41.842,m,hmm xxx put them down,0,,,,,1,them,,,,0,0,,
5689390,01:34:49.390,m,come here baby,1,baby,,,,0,,,,,0,0,,
5691974,,c,mine,,,,,,,,,,,,,,
5692790,01:34:52.790,m,mine okay,0,,,,,1,mine,,,,0,0,,
5694626,01:34:54.626,m,how do you want to do it?,0,,,,,2,you,it,,,0,1,,
5697725,,c,twinkle,,,,,,,,,,,,,,
5700557,,c,twinkle,,,,,,,,,,,,,,
5702311,01:35:02.311,m,twinkle twinkle little star,1,star,,,,0,,,,,0,0,,
5707420,01:35:07.420,m,how I wonder,0,,,,,1,i,,,,0,0,,
5707728,,c,twinkle,,,,,,,,,,,,,,
5709168,,c,twinkle,,,,,,,,,,,,,,
5710353,01:35:10.353,m,twinkle,0,,,,,0,,,,,1,2,,
5710912,01:35:10.912,m,yep,0,,,,,0,,,,,1,1,,
5713462,01:35:13.462,m,they got it,0,,,,,2,they,it,,,0,1,,
5714642,01:35:14.642,m,they know it's a twinkle,0,,,,,2,they,it,,,1,1,,
5716166,01:35:16.166,m,what else is in there?,0,,,,,0,,,,,0,1,,
5719412,,c,twinkle,,,,,,,,,,,,,,
5721146,01:35:21.146,m,and you want to sing for them?,0,,,,,2,you,them,,,1,1,,
5724376,01:35:24.376,m,no?,0,,,,,0,,,,,1,0,,
5725600,,c,b,,,,,,,,,,,,,,
5727334,,c,twinkle,,,,,,,,,,,,,,
5728694,01:35:28.694,m,no that one's a heart,2,one,heart,,,1,that,,,,0,0,,
5730530,,c,heart,,,,,,,,,,,,,,
5731618,01:35:31.618,m,heart,1,heart,,,,0,,,,,2,0,,
5734134,,c,dragon,,,,,,,,,,,,,,
5735315,01:35:35.315,m,well that one's a square,2,one,square,,,1,that,,,,0,0,,
5737160,,c,square,,,,,,,,,,,,,,
5738180,01:35:38.180,m,square very good,1,square,,,,0,,,,,0,0,,
5739676,01:35:39.676,m,good,0,,,,,0,,,,,1,2,,
5742770,01:35:42.770,m,good girl,0,,,,,0,,,,,1,0,,
5743824,,c,circle,,,,,,,,,,,,,,
5745150,01:35:45.150,m,no that one is not a circle,2,one,circle,,,1,that,,,,0,0,,
5746102,01:35:46.102,m,that one is a square,2,one,square,,,1,that,,,,0,1,,
5746952,01:35:46.952,m,the circle is the round one,2,circle,one,,,0,,,,,0,1,,
5749117,,c,circle,,,,,,,,,,,,,,
5750338,01:35:50.338,m,keep looking,0,,,,,0,,,,,1,0,,
5751032,01:35:51.32,m,you'll find the circle,1,circle,,,,1,you,,,,1,0,,
5754466,01:35:54.466,m,keep looking baby love,1,love,,,,0,,,,,1,0,,
5756064,,c,c,,,,,,,,,,,,,,
5757458,01:35:57.458,m,no eat,0,,,,,0,,,,,0,0,,
5758886,01:35:58.886,m,no eat square,1,square,,,,0,,,,,1,0,,
5761947,01:36:01.947,m,and what's this one?,1,one,,,,1,this,,,,0,0,,
5765822,,c,mine,,,,,,,,,,,,,,
5767431,01:36:07.431,m,what's this one?,1,one,,,,1,this,,,,1,0,,
5768712,01:36:08.712,m,what goes here?,0,,,,,0,,,,,0,0,,
5768746,,c,mine,,,,,,,,,,,,,,
5769800,01:36:09.800,m,what's this one?,1,one,,,,1,this,,,,1,0,,
5770310,,c,mine,,,,,,,,,,,,,,
5771364,01:36:11.364,m,triangle,1,triangle,,,,0,,,,,1,0,,
5772656,01:36:12.656,m,whoop,0,,,,,0,,,,,1,0,,
5772894,,c,mine,,,,,,,,,,,,,,
5774628,01:36:14.628,m,alright,0,,,,,0,,,,,1,0,,
5775172,,c,mine,,,,,,,,,,,,,,
5775983,01:36:15.983,m,I know it's yours,0,,,,,3,i,it,your,,0,0,,
5778232,01:36:18.232,m,I know it's yours,0,,,,,3,i,it,your,,0,0,,
5781111,01:36:21.111,m,ah,0,,,,,0,,,,,0,0,,
5782108,01:36:22.108,m,okay,0,,,,,0,,,,,1,0,,
5782720,01:36:22.720,m,you want to put the lid on?,1,lid,,,,1,you,,,,0,2,,
5784375,01:36:24.375,m,want to put the lid on?,1,lid,,,,0,,,,,0,2,,
5785387,,c,b,,,,,,,,,,,,,,
5787854,01:36:27.854,m,that's a circle,1,circle,,,,1,that,,,,1,0,,
5788831,01:36:28.831,m,but that doesn't go with this game,1,game,,,,2,that,this,,,1,0,,
5790234,01:36:30.234,m,but you could probably get it into circle hole anyhow,1,circlehole,,,,1,it,,,,0,0,,
5793532,01:36:33.532,m,can you get it in the circle hole?,1,circlehole,,,,1,it,,,,0,0,,
5796164,,c,no,,,,,,,,,,,,,,
5796164,01:36:36.164,m,yay,0,,,,,0,,,,,1,0,,
5798394,01:36:38.394,m,alright,0,,,,,0,,,,,1,0,,
5798768,01:36:38.768,m,what next?,0,,,,,0,,,,,1,1,,
5800672,01:36:40.672,m,circle,1,circle,,,,0,,,,,1,0,,
5801556,01:36:41.556,m,yay circle,1,circle,,,,0,,,,,0,0,,
5802855,01:36:42.855,m,blue circle,1,circle,,,,0,,,,,0,0,,
5804820,01:36:44.820,m,blue circle,1,circle,,,,0,,,,,1,1,,
5805806,01:36:45.806,m,yay,0,,,,,0,,,,,1,2,,
5808041,01:36:48.41,m,green square,1,square,,,,0,,,,,0,0,,
5811246,01:36:51.246,m,green square,1,square,,,,0,,,,,0,0,,
5812534,,c,b,,,,,,,,,,,,,,
5813867,01:36:53.867,m,[babble],0,,,,,0,,,,,0,0,,
5816482,,c,b,,,,,,,,,,,,,,
5817037,01:36:57.37,m,[babble],0,,,,,0,,,,,0,0,,
5821684,01:37:01.684,m,yay,0,,,,,0,,,,,0,1,,
5823740,01:37:03.740,m,good girl,0,,,,,0,,,,,0,0,,
5824846,01:37:04.846,m,alright,0,,,,,0,,,,,0,2,,
5826546,01:37:06.546,m,now,0,,,,,0,,,,,0,0,,
5827736,01:37:07.736,m,that's a red triangle,1,triangle,,,,1,that,,,,2,0,,
