Timestamp (ms),Timestamp,Speaker,Transcript,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Nouns_Spacy,Pronoun_Spacy,,
1736261,00:28:56.261,m,where they going to go?,0,,,,,1,they,,,,0,0,,
1737892,00:28:57.892,m,where do the horses go?,1,horses,,,,0,,,,,0,1,,
1740392,00:29:00.392,m,huh?,0,,,,,0,,,,,0,0,,
1741378,00:29:01.378,m,missy missy,1,missy,,,,0,,,,,0,3,,
1742398,00:29:02.398,m,where do the horses go?,1,horses,,,,0,,,,,0,1,,
1761574,00:29:21.574,m,mmm,0,,,,,0,,,,,0,1,,
1765178,00:29:25.178,m,which one do you like?,1,one,,,,1,you,,,,1,1,,
1766300,,c,c,,,,,,,,,,,,,,
1767286,00:29:27.286,m,hmm?,0,,,,,0,,,,,0,1,,
1774324,00:29:34.324,m,[imitate],0,,,,,0,,,,,0,0,,
1777178,00:29:37.178,m,[imitate],0,,,,,0,,,,,0,0,,
1778948,00:29:38.948,m,[laugh],0,,,,,0,,,,,1,0,,
1785578,,c,mine,,,,,,,,,,,,,,
1786936,00:29:46.936,m,it's what?,0,,,,,1,it,,,,0,0,,
1787690,,c,mine,,,,,,,,,,,,,,
1788502,00:29:48.502,m,yeah they're yours they are all yours Dillie,1,dillie,,,,4,they,yours,they,yours,0,0,,
1791286,00:29:51.286,m,they're all yours,0,,,,,2,they,yours,,,0,0,,
1793205,,c,horse,,,,,,,,,,,,,,
1794588,00:29:54.588,m,which is your favourite?,1,favourite,,,,1,your,,,,1,2,,
1795857,00:29:55.857,m,which one do you like?,1,one,,,,1,you,,,,0,0,,
1799280,00:29:59.280,m,that one and that one and that one and that one?,1,one,,,,1,that,,,,0,1,,
1801409,00:30:01.409,m,[laugh],0,,,,,0,,,,,0,0,,
1803598,00:30:03.598,m,hmm,0,,,,,0,,,,,0,0,,
1805876,00:30:05.876,m,[imitate],0,,,,,0,,,,,0,0,,
1809276,00:30:09.276,m,[imitate],0,,,,,0,,,,,1,0,,
1812404,00:30:12.404,m,[imitate],0,,,,,0,,,,,0,0,,
1815634,00:30:15.634,m,[imitate],0,,,,,0,,,,,0,0,,
1819612,00:30:19.612,m,[imitate],0,,,,,0,,,,,1,0,,
1824202,00:30:24.202,m,[imitate],0,,,,,0,,,,,0,0,,
1833172,00:30:33.172,m,oh we're missing one ah here we go,1,one,,,,2,we,we,,,0,0,,
1841882,00:30:41.882,m,bye bye horsies,1,horsies,,,,0,,,,,0,2,,
1844262,00:30:44.262,m,what are you doing you are not supposed to stand on the bed lovey,2,bed,lovey,,,2,you,you,,,1,0,,
1847186,00:30:47.186,m,sit,0,,,,,0,,,,,0,0,,
1848240,00:30:48.240,m,sit,0,,,,,0,,,,,0,0,,
1854938,00:30:54.938,m,no not on the bed,1,bed,,,,0,,,,,0,0,,
1857080,00:30:57.80,m,nope not on the bed,1,bed,,,,0,,,,,0,2,,
1858984,00:30:58.984,m,sit,0,,,,,0,,,,,0,0,,
1860242,00:31:00.242,m,sit,0,,,,,0,,,,,0,1,,
1860718,,c,c,,,,,,,,,,,,,,
1861187,00:31:01.187,m,you can sit on the bed you can lie down on the bed but you cannot stand on the bed,3,bed,bed,bed,,3,you,you,you,,1,0,,
1876834,00:31:16.834,m,okay,0,,,,,0,,,,,0,0,,
1879035,00:31:19.35,m,no standie,0,,,,,0,,,,,0,0,,
1880574,00:31:20.574,m,no standie,0,,,,,0,,,,,0,0,,
1882331,00:31:22.331,m,no,0,,,,,0,,,,,0,0,,
1883532,00:31:23.532,m,come on,0,,,,,0,,,,,0,0,,
1884178,00:31:24.178,m,let's check your dipey,1,dipey,,,,1,your,,,,0,0,,
1885844,00:31:25.844,m,[grunt],0,,,,,0,,,,,0,0,,
1895636,00:31:35.636,m,[sound effects],0,,,,,0,,,,,1,0,,
1897267,,c,jacket,,,,,,,,,,,,,,
1899183,00:31:39.183,m,I know that's your jacket that your sweatshirt,2,jacket,sweatshirt,,,2,your,your,,,1,3,,
1903121,00:31:43.121,m,that's your sweatshirt lovey lovey,2,sweatshirt,lovey,,,1,your,,,,0,0,,
1905020,,c,no,,,,,,,,,,,,,,
1905061,00:31:45.61,m,hold on,0,,,,,0,,,,,1,1,,
1906788,,c,this is,,,,,,,,,,,,,,
1908433,00:31:48.433,m,hold on,0,,,,,0,,,,,0,0,,
1908726,,c,dancing,,,,,,,,,,,,,,
1911465,00:31:51.465,m,pull your long undies down,1,undies,,,,1,your,,,,0,0,,
1912874,,c,dancing,,,,,,,,,,,,,,
1915034,,c,dancing,,,,,,,,,,,,,,
1917532,,c,dancing,,,,,,,,,,,,,,
1919535,00:31:59.535,m,what did you say?,0,,,,,1,you,,,,0,0,,
1920893,,c,dancing,,,,,,,,,,,,,,
1923822,,c,dancing,,,,,,,,,,,,,,
1926867,00:32:06.867,m,we're going to just put your jammies on now actually,1,jammies,,,,2,we,your,,,0,3,,
1931608,00:32:11.608,m,we could put your jammies on now,1,jammies,,,,2,we,your,,,0,0,,
1933342,,c,jammie,,,,,,,,,,,,,,
1934969,00:32:14.969,m,jammies,1,jammies,,,,0,,,,,3,0,,
1948536,00:32:28.536,m,no no no,0,,,,,0,,,,,3,0,,
1950359,,c,c,,,,,,,,,,,,,,
1951356,00:32:31.356,m,no no no no no,0,,,,,0,,,,,0,0,,
1952226,,c,b,,,,,,,,,,,,,,
1953164,00:32:33.164,m,no standie,0,,,,,0,,,,,0,0,,
1953368,,c,b,,,,,,,,,,,,,,
1954649,,c,hug,,,,,,,,,,,,,,
1955487,00:32:35.487,m,yes hug,0,,,,,0,,,,,0,0,,
1956768,,c,oh hug,,,,,,,,,,,,,,
1956870,00:32:36.870,m,thank you,0,,,,,1,you,,,,1,1,,
1958094,00:32:38.94,m,I know but Mommy needs to get your dipey on,2,mommy,dipey,,,2,i,your,,,1,0,,
1962189,,c,hug,,,,,,,,,,,,,,
1962888,00:32:42.888,m,hug,0,,,,,0,,,,,1,1,,
1963806,,c,hug,,,,,,,,,,,,,,
1964758,00:32:44.758,m,hug,0,,,,,0,,,,,0,0,,
1967002,00:32:47.2,m,hug,0,,,,,0,,,,,0,0,,
1968498,,c,come,,,,,,,,,,,,,,
1969620,00:32:49.620,m,hmm?,0,,,,,0,,,,,0,1,,
1970198,,c,been,,,,,,,,,,,,,,
1971762,00:32:51.762,m,who you who you talking to?,0,,,,,1,you,,,,1,1,,
1971864,,c,come,,,,,,,,,,,,,,
1973496,,c,come,,,,,,,,,,,,,,
1975094,,c,c,,,,,,,,,,,,,,
1975638,00:32:55.638,m,alright up,0,,,,,0,,,,,1,0,,
1976488,00:32:56.488,m,hands up,1,hands,,,,0,,,,,1,3,,
1977134,,c,up,,,,,,,,,,,,,,
1978059,00:32:58.59,m,up,0,,,,,0,,,,,1,0,,
1978596,,c,up,,,,,,,,,,,,,,
1978698,00:32:58.698,m,up up up,0,,,,,0,,,,,1,0,,
1979820,,c,hand,,,,,,,,,,,,,,
1982608,00:33:02.608,m,there we go,0,,,,,1,we,,,,0,0,,
1983390,00:33:03.390,m,up again,0,,,,,0,,,,,0,0,,
1984240,00:33:04.240,m,up again,0,,,,,0,,,,,0,0,,
1985056,00:33:05.56,m,we going to get the long undies,1,undies,,,,1,we,,,,1,0,,
1986042,,c,no,,,,,,,,,,,,,,
1987099,00:33:07.99,m,oh come on love,1,love,,,,0,,,,,0,0,,
1989884,00:33:09.884,m,I know we're going to be warm,0,,,,,2,i,we,,,0,0,,
1990564,00:33:10.564,m,we're going to put on,0,,,,,1,we,,,,2,0,,
1991516,00:33:11.516,m,p@j@s,0,,,,,0,,,,,1,0,,
1993488,00:33:13.488,m,[grunt],0,,,,,0,,,,,0,0,,
1994814,,c,up,,,,,,,,,,,,,,
1995222,00:33:15.222,m,now I just need to take the sockies,1,sockies,,,,1,i,,,,1,0,,
1999370,00:33:19.370,m,I'm gonna take the sockies please,1,sockies,,,,1,i,,,,0,0,,
2001954,00:33:21.954,m,it will be better if you lay down,0,,,,,2,it,you,,,0,0,,
2004368,,c,sit down,,,,,,,,,,,,,,
2005014,00:33:25.14,m,thank you,0,,,,,1,you,,,,1,2,,
2007258,00:33:27.258,m,alrighty,0,,,,,0,,,,,1,0,,
2008312,,c,lay down,,,,,,,,,,,,,,
2010454,00:33:30.454,m,lay down,0,,,,,0,,,,,1,0,,
2011746,,c,sit down,,,,,,,,,,,,,,
2013752,,c,sit down,,,,,,,,,,,,,,
2014602,00:33:34.602,m,we're going to take bathie after dinner okay?,2,bathie,dinner,,,1,we,,,,1,0,,
2017628,,c,diapie,,,,,,,,,,,,,,
2019838,00:33:39.838,m,yep we changed your diapie,1,diapie,,,,1,we,,,,1,0,,
2021844,,c,b,,,,,,,,,,,,,,
2026474,,c,shower,,,,,,,,,,,,,,
2027386,,c,shower,,,,,,,,,,,,,,
2029562,,c,c,,,,,,,,,,,,,,
2031387,00:33:51.387,m,no Mommy takes a shower you take a bathy,3,mommy,shower,bathy,,1,you,,,,1,0,,
2034954,,c,bathy,,,,,,,,,,,,,,
2036430,00:33:56.430,m,you never taken a shower,1,shower,,,,1,you,,,,0,0,,
2038334,,c,shower,,,,,,,,,,,,,,
2039490,00:33:59.490,m,yeah that's what Mommy takes,1,mommy,,,,1,that,,,,0,0,,
2041054,00:34:01.54,m,shower,1,shower,,,,0,,,,,0,0,,
2043570,,c,shower,,,,,,,,,,,,,,
2044692,00:34:04.692,m,hmm?,0,,,,,0,,,,,0,0,,
2048908,00:34:08.908,m,okay,0,,,,,0,,,,,1,1,,
2049452,00:34:09.452,m,up up,0,,,,,0,,,,,1,1,,
2050778,,c,pinkie,,,,,,,,,,,,,,
2052331,00:34:12.331,m,hold on,0,,,,,0,,,,,1,1,,
2054178,,c,c,,,,,,,,,,,,,,
2056048,,c,b,,,,,,,,,,,,,,
2056966,00:34:16.966,m,oh no no we're missing this,0,,,,,2,we,this,,,0,0,,
2058462,,c,pinkie,,,,,,,,,,,,,,
2059584,00:34:19.584,m,[imitate],0,,,,,0,,,,,1,0,,
2061250,,c,pinkie,,,,,,,,,,,,,,
2062542,00:34:22.542,m,[grunt],0,,,,,0,,,,,0,0,,
2063018,00:34:23.18,m,lovey,1,lovey,,,,0,,,,,0,1,,
2063630,,c,pinkie,,,,,,,,,,,,,,
2064650,00:34:24.650,m,alright come on,0,,,,,0,,,,,1,0,,
2066078,00:34:26.78,m,we're going to put all this in the laundry,1,laundry,,,,2,we,this,,,1,0,,
2070758,,c,laundry,,,,,,,,,,,,,,
2072198,00:34:32.198,m,laundry,1,laundry,,,,0,,,,,0,0,,
2073830,00:34:33.830,m,very good Dillie that's laundry,2,dillie,laundry,,,1,that,,,,1,0,,
2080868,00:34:40.868,m,you want some of your fruit from school?,2,fruit,school,,,2,you,your,,,1,0,,
2083758,00:34:43.758,m,hmm?,0,,,,,0,,,,,1,0,,
2083928,,c,b,,,,,,,,,,,,,,
2084676,,c,pinkie,,,,,,,,,,,,,,
2086308,,c,pinkie,,,,,,,,,,,,,,
2088042,,c,pinkie,,,,,,,,,,,,,,
2089313,00:34:49.313,m,hold on,0,,,,,0,,,,,1,0,,
2091306,,c,pinkie,,,,,,,,,,,,,,
2108015,00:35:08.15,m,here you go lovey,1,lovey,,,,1,you,,,,2,1,,
2110108,,c,pinkie,,,,,,,,,,,,,,
2111740,,c,pinkie,,,,,,,,,,,,,,
2112652,00:35:12.652,m,mmm,0,,,,,0,,,,,0,0,,
2113950,,c,pinkie,,,,,,,,,,,,,,
2115072,,c,pinkie,,,,,,,,,,,,,,
2115854,00:35:15.854,m,ooh,0,,,,,0,,,,,0,1,,
2116602,00:35:16.602,m,oh come on,0,,,,,0,,,,,0,1,,
2116988,,c,pinkie,,,,,,,,,,,,,,
2118329,00:35:18.329,m,you love melon,1,melon,,,,1,you,,,,0,0,,
2119662,,c,pinkie,,,,,,,,,,,,,,
2121022,00:35:21.22,m,hmm?,0,,,,,0,,,,,1,1,,
2121940,,c,ah,,,,,,,,,,,,,,
2122858,00:35:22.858,m,yum yummy,0,,,,,0,,,,,2,1,,
2124694,00:35:24.694,m,what if Mommy starts eating it?,1,mommy,,,,1,it,,,,1,0,,
2126740,00:35:26.740,m,mmm,0,,,,,0,,,,,0,0,,
2128162,00:35:28.162,m,ah you want it don't you?,0,,,,,3,you,it,you,,2,1,,
2130032,,c,c,,,,,,,,,,,,,,
2130508,00:35:30.508,m,you going to get it away from Mommy before she eats it all,1,mommy,,,,4,you,it,she,it,1,0,,
2135404,00:35:35.404,m,your face is messy,1,face,,,,1,your,,,,1,0,,
2138396,00:35:38.396,m,hmm?,0,,,,,0,,,,,0,0,,
2139654,00:35:39.654,m,hold on,0,,,,,0,,,,,1,0,,
2140470,,c,c,,,,,,,,,,,,,,
2159952,00:35:59.952,m,come here baby head,1,head,,,,0,,,,,1,1,,
2161924,00:36:01.924,m,Mommy has to washy the face,2,mommy,face,,,0,,,,,1,0,,
2166378,00:36:06.378,m,Mommy has to washy the face,2,mommy,face,,,0,,,,,1,0,,
2170092,00:36:10.92,m,where're you going?,0,,,,,1,you,,,,0,0,,
2206022,,c,b,,,,,,,,,,,,,,
2206838,,c,give me,,,,,,,,,,,,,,
2207858,00:36:47.858,m,no,0,,,,,0,,,,,1,0,,
2208912,00:36:48.912,m,give me please,0,,,,,1,me,,,,1,0,,
2209694,00:36:49.694,m,please give me,0,,,,,1,me,,,,0,0,,
2212074,00:36:52.74,m,can you say please?,0,,,,,1,you,,,,0,1,,
2213915,,c,please,,,,,,,,,,,,,,
2214556,00:36:54.556,m,very good,0,,,,,0,,,,,0,0,,
2227306,,c,package,,,,,,,,,,,,,,
2239988,00:37:19.988,m,let's see,0,,,,,0,,,,,0,1,,
2242334,,c,b,,,,,,,,,,,,,,
2246074,,c,what's that?,,,,,,,,,,,,,,
2248488,00:37:28.488,m,what?,0,,,,,0,,,,,0,0,,
2248794,,c,no,,,,,,,,,,,,,,
2250800,00:37:30.800,m,yeah let's see,0,,,,,0,,,,,1,0,,
2252058,,c,let's see,,,,,,,,,,,,,,
2253724,00:37:33.724,m,what's in Mommy's package,2,mommy,package,,,0,,,,,0,0,,
2255526,00:37:35.526,m,[gasp],0,,,,,0,,,,,1,0,,
2256274,00:37:36.274,m,oh these are things,1,things,,,,1,these,,,,1,0,,
2259164,00:37:39.164,m,for Dillie,1,dillie,,,,0,,,,,1,0,,
2260388,00:37:40.388,m,for our trip,1,trip,,,,1,our,,,,0,0,,
2262564,,c,wow,,,,,,,,,,,,,,
2263618,00:37:43.618,m,mmhm,0,,,,,0,,,,,0,0,,
2265216,00:37:45.216,m,let's see,0,,,,,0,,,,,0,0,,
2267494,00:37:47.494,m,yeah,0,,,,,0,,,,,1,1,,
2267879,,c,this,,,,,,,,,,,,,,
2269194,00:37:49.194,m,yes that's,0,,,,,1,that,,,,1,0,,
2270622,00:37:50.622,m,you will see that we're going to have that,0,,,,,4,you,that,we,that,1,0,,
2272560,00:37:52.560,m,in your Frozen coloring book,1,frozencoloringbook,,,,1,your,,,,3,1,,
2275620,,c,pass,,,,,,,,,,,,,,
2277064,00:37:57.64,m,okay,0,,,,,0,,,,,1,1,,
2277116,,c,this is,,,,,,,,,,,,,,
2278544,00:37:58.544,m,and your Frozen water bottle,1,frozenwaterbottle,,,,1,your,,,,0,0,,
2282726,00:38:02.726,m,all of this is for Disneyland,1,disneyland,,,,1,this,,,,1,1,,
2286024,00:38:06.24,m,and what is this?,0,,,,,1,this,,,,1,1,,
2287982,00:38:07.982,m,whoop sanitary wipes,1,wipes,,,,0,,,,,0,1,,
2291804,00:38:11.804,m,yeah,0,,,,,0,,,,,0,0,,
2293028,00:38:13.28,m,that's Elsa,1,elsa,,,,1,that,,,,1,1,,
2294218,00:38:14.218,m,where's Elsa?,1,elsa,,,,0,,,,,0,0,,
2296499,00:38:16.499,m,where did Elsa go?,1,elsa,,,,0,,,,,0,1,,
2297618,,c,Elsa,,,,,,,,,,,,,,
2299086,00:38:19.86,m,did you see Elsa?,1,elsa,,,,1,you,,,,1,2,,
2300474,,c,Elsa,,,,,,,,,,,,,,
2301426,00:38:21.426,m,but where is she?,0,,,,,1,she,,,,1,1,,
2303346,00:38:23.346,m,where's Elsa?,1,elsa,,,,0,,,,,0,2,,
2305336,00:38:25.336,m,I haven't seen Elsa,1,elsa,,,,1,i,,,,1,0,,
2315502,00:38:35.502,m,where's Elsa lovey?,2,elsa,lovey,,,0,,,,,1,2,,
2323322,,c,this,,,,,,,,,,,,,,
2323560,00:38:43.560,m,no we don't open this yet,0,,,,,2,we,this,,,0,0,,
2325158,00:38:45.158,m,that's for our trip,1,trip,,,,2,that,our,,,0,1,,
2326824,00:38:46.824,m,whoo,0,,,,,0,,,,,0,0,,
2327640,,c,this,,,,,,,,,,,,,,
2328252,,c,this,,,,,,,,,,,,,,
2329238,00:38:49.238,m,okay,0,,,,,0,,,,,2,0,,
2330108,00:38:50.108,m,where is Elsa?,1,elsa,,,,0,,,,,1,0,,
2338518,00:38:58.518,m,have you seen Elsa?,1,elsa,,,,1,you,,,,0,0,,
2352290,00:39:12.290,m,who is that?,0,,,,,1,that,,,,0,0,,
2353437,00:39:13.437,m,who is that on there?,0,,,,,1,that,,,,0,0,,
2354738,,c,b,,,,,,,,,,,,,,
2355486,00:39:15.486,m,yeah who is it?,0,,,,,1,it,,,,2,1,,
2356540,,c,this,,,,,,,,,,,,,,
2357356,00:39:17.356,m,but who is it?,0,,,,,1,it,,,,1,1,,
2358444,00:39:18.444,m,who go in there?,0,,,,,0,,,,,1,0,,
2359090,,c,this,,,,,,,,,,,,,,
2360202,00:39:20.202,m,yeah but who is it?,0,,,,,1,it,,,,0,1,,
2361334,00:39:21.334,m,it's,0,,,,,1,it,,,,0,0,,
2362864,00:39:22.864,m,it's,0,,,,,1,it,,,,1,1,,
2363952,00:39:23.952,m,[gasp],0,,,,,0,,,,,1,0,,
2364943,00:39:24.943,m,Elsa,1,elsa,,,,0,,,,,0,1,,
2367828,,c,b,,,,,,,,,,,,,,
2368576,00:39:28.576,m,it's Elsa baby,2,elsa,baby,,,1,it,,,,0,1,,
2373880,00:39:33.880,m,ah and these are our,0,,,,,2,these,our,,,0,0,,
2376736,00:39:36.736,m,hand sanitizer wipes,1,handsanitizerwipes,,,,0,,,,,1,0,,
2379592,00:39:39.592,m,how exciting,0,,,,,0,,,,,1,0,,
2381224,,c,Elsa,,,,,,,,,,,,,,
2382482,00:39:42.482,m,Elsa,1,elsa,,,,0,,,,,0,1,,
2384114,00:39:44.114,m,yeah come here lovey give me your hand,2,lovey,hand,,,1,your,,,,0,0,,
2387208,00:39:47.208,m,hmm?,0,,,,,0,,,,,1,0,,
2389452,00:39:49.452,m,here,0,,,,,0,,,,,1,0,,
2390232,00:39:50.232,m,where are your hands?,1,hands,,,,1,your,,,,0,1,,
2391959,00:39:51.959,m,I'm going to use these when I pick you up from school,1,school,,,,4,i,these,i,you,1,0,,
2396082,00:39:56.82,m,yeah,0,,,,,0,,,,,0,0,,
2401250,00:40:01.250,m,good girl,0,,,,,0,,,,,0,0,,
2402882,00:40:02.882,m,good girl,0,,,,,0,,,,,0,0,,
2405262,,c,c,,,,,,,,,,,,,,
2406588,00:40:06.588,m,okay,0,,,,,0,,,,,0,0,,
2407982,00:40:07.982,m,I'm going to put them in your stroller,1,stroller,,,,3,i,them,your,,0,1,,
2411202,00:40:11.202,m,and that's creamy cream for backy,2,cream,back,,,1,that,,,,0,0,,
2416924,00:40:16.924,m,I don't know where Elsa is,1,elsa,,,,1,i,,,,0,0,,
2426308,,c,how Elsa,,,,,,,,,,,,,,
2430058,00:40:30.58,m,you want wawa in your Elsa cup?,2,wawa,elsacup,,,1,your,,,,0,0,,
2437562,,c,cup,,,,,,,,,,,,,,
2444294,,c,cup,,,,,,,,,,,,,,
2445518,,c,cup,,,,,,,,,,,,,,
2447842,,c,cup,,,,,,,,,,,,,,
2449428,,c,cup,,,,,,,,,,,,,,
2452080,00:40:52.80,m,let Mommy wash it out first,1,mommy,,,,1,it,,,,0,0,,
2455854,00:40:55.854,m,yeah,0,,,,,0,,,,,0,0,,
2456874,00:40:56.874,m,with a straw,1,straw,,,,0,,,,,0,0,,
2459900,00:40:59.900,m,where's the Elsa doll lovey?,2,elsadoll,lovey,,,0,,,,,0,0,,
2476764,,c,where?,,,,,,,,,,,,,,
2478838,,c,there,,,,,,,,,,,,,,
2480436,,c,ball,,,,,,,,,,,,,,
2483666,,c,b,,,,,,,,,,,,,,
2487270,,c,c,,,,,,,,,,,,,,
2491554,,c,b,,,,,,,,,,,,,,
2495090,,c,b,,,,,,,,,,,,,,
2497606,,c,b,,,,,,,,,,,,,,
2509655,00:41:49.655,m,here you go love love,1,love,,,,1,you,,,,0,0,,
2515626,00:41:55.626,m,Dillie?,1,dillie,,,,0,,,,,2,1,,
2516476,00:41:56.476,m,[baby talk],0,,,,,0,,,,,0,1,,
2519536,00:41:59.536,m,[baby talk],0,,,,,0,,,,,0,1,,
2520046,00:42:00.46,m,and fruity fruit?,1,fruit,,,,0,,,,,0,0,,
2529804,00:42:09.804,m,I want to know where Elsa went,1,elsa,,,,1,i,,,,0,0,,
2546804,00:42:26.804,m,where is Elsa?,1,elsa,,,,0,,,,,0,1,,
2566048,00:42:46.48,m,I don't know where Elsa is lovey,2,elsa,lovey,,,1,i,,,,0,0,,
2569584,00:42:49.584,m,ah,0,,,,,0,,,,,0,0,,
2571318,00:42:51.318,m,here she is,0,,,,,1,she,,,,1,0,,
2573120,00:42:53.120,m,look see?,0,,,,,0,,,,,1,0,,
2575160,00:42:55.160,m,honey?,1,honey,,,,0,,,,,1,0,,
2577608,00:42:57.608,m,this,0,,,,,1,this,,,,0,0,,
2582096,,c,Elsa,,,,,,,,,,,,,,
2583645,00:43:03.645,m,yeah and look,0,,,,,0,,,,,0,0,,
2585394,00:43:05.394,m,here's the story,1,story,,,,0,,,,,0,0,,
2587774,00:43:07.774,m,we're gonna see her at Disney,1,disney,,,,2,we,her,,,1,0,,
2590562,00:43:10.562,m,that's Elsa and that's her sister,2,elsa,sister,,,3,that,that,sister,,1,0,,
2602292,00:43:22.292,m,yeah,0,,,,,0,,,,,0,0,,
2607460,00:43:27.460,m,so it's Elsa and Anna,2,elsa,anna,,,1,it,,,,0,1,,
2610112,00:43:30.112,m,and we find the stickers and then we put them in the sticker book,2,stickers,stickerbook,,,3,we,we,them,,1,0,,
2614539,,c,sticker,,,,,,,,,,,,,,
2615806,00:43:35.806,m,sticker yeah,1,sticker,,,,0,,,,,0,0,,
2617490,00:43:37.490,m,so who's that?,0,,,,,1,that,,,,1,0,,
2619156,,c,b,,,,,,,,,,,,,,
2620113,00:43:40.113,m,that's Elsa,1,elsa,,,,1,that,,,,1,0,,
2621944,00:43:41.944,m,and who's that?,0,,,,,1,that,,,,0,0,,
2622726,00:43:42.726,m,that's Anna,1,anna,,,,1,that,,,,1,1,,
2623134,,c,wash,,,,,,,,,,,,,,
2625854,,c,b,,,,,,,,,,,,,,
2626772,00:43:46.772,m,you want Elsa?,1,elsa,,,,1,you,,,,1,0,,
2628050,,c,oh Elsa,,,,,,,,,,,,,,
2630478,00:43:50.478,m,I don't know her name is,1,name,,,,2,i,her,,,0,0,,
2632246,00:43:52.246,m,she's a princess I don't know,1,princess,,,,1,she,,,,0,0,,
2634932,00:43:54.932,m,so which one is Elsa?,2,one,elsa,,,0,,,,,0,0,,
2639453,00:43:59.453,m,mmm nope,0,,,,,0,,,,,0,0,,
2640474,00:44:00.474,m,[laugh],0,,,,,0,,,,,0,1,,
2641154,00:44:01.154,m,that's not Elsa,1,elsa,,,,1,that,,,,0,2,,
2642582,00:44:02.582,m,which one is Elsa?,2,one,elsa,,,0,,,,,0,1,,
2643602,,c,wash,,,,,,,,,,,,,,
2643670,00:44:03.670,m,this is Elsa,1,elsa,,,,1,this,,,,1,3,,
2644928,,c,washes,,,,,,,,,,,,,,
2646050,00:44:06.50,m,that's a princess,1,princess,,,,1,that,,,,1,2,,
2647308,,c,push,,,,,,,,,,,,,,
2648362,00:44:08.362,m,princess Elsa,1,elsa,,,,0,,,,,1,0,,
2650164,,c,push,,,,,,,,,,,,,,
2652680,,c,no,,,,,,,,,,,,,,
2654142,00:44:14.142,m,[laugh],0,,,,,0,,,,,1,2,,
2659616,00:44:19.616,m,hmm?,0,,,,,0,,,,,1,1,,
2661566,,c,no,,,,,,,,,,,,,,
2662098,00:44:22.98,m,hmm,0,,,,,0,,,,,0,0,,
2662812,00:44:22.812,m,[laugh],0,,,,,0,,,,,0,0,,
2663526,00:44:23.526,m,you don't want her to sing?,0,,,,,2,you,her,,,0,0,,
2666450,00:44:26.450,m,why don't you want her to sing?,0,,,,,2,you,her,,,0,0,,
2668422,00:44:28.422,m,[laugh],0,,,,,0,,,,,0,0,,
2669374,,c,no,,,,,,,,,,,,,,
2671618,,c,no,,,,,,,,,,,,,,
2673862,,c,no,,,,,,,,,,,,,,
2674984,00:44:34.984,m,okay,0,,,,,0,,,,,0,0,,
2676020,00:44:36.20,m,but she's going to have to sing once before she turns off,0,,,,,2,she,she,,,0,0,,
2682042,,c,no,,,,,,,,,,,,,,
2682260,00:44:42.260,m,[laugh],0,,,,,0,,,,,0,0,,
2685524,,c,c,,,,,,,,,,,,,,
2686043,00:44:46.43,m,I thought you liked Elsa's song,2,elsa,song,,,2,i,you,,,0,0,,
2689128,00:44:49.128,m,[laugh],0,,,,,0,,,,,0,2,,
2690688,,c,Elsa,,,,,,,,,,,,,,
2691508,00:44:51.508,m,Elsa okay,1,elsa,,,,0,,,,,1,0,,
2693276,00:44:53.276,m,anyhow I'm gonna put this with that stuff for the Disney okay?,2,stuff,disney,,,3,i,this,that,,2,3,,
2712214,00:45:12.214,m,we have an autograph book,1,autographbook,,,,1,we,,,,0,0,,
2713642,00:45:13.642,m,because we're going to meet the princesses,1,princesses,,,,1,we,,,,0,0,,
2716212,00:45:16.212,m,and get their autograph,1,autograph,,,,1,their,,,,1,0,,
2718606,00:45:18.606,m,yeah,0,,,,,0,,,,,1,0,,
2720679,00:45:20.679,m,we're going to meet the princesses at Disney lovey,3,princesses,disney,lovey,,1,we,,,,0,0,,
2725083,00:45:25.83,m,Mommy and Dillie meet the princesses,3,mommy,dillie,princesses,,0,,,,,0,0,,
2731254,,c,b,,,,,,,,,,,,,,
2732376,00:45:32.376,m,[baby talk],0,,,,,0,,,,,1,0,,
2734654,00:45:34.654,m,yes,0,,,,,0,,,,,3,3,,
2741794,00:45:41.794,m,okay,0,,,,,0,,,,,0,0,,
2743703,00:45:43.703,m,lovey Mommy has to do the dishes,3,lovey,mommy,dishes,,0,,,,,1,0,,
2746112,,c,dish,,,,,,,,,,,,,,
2746248,00:45:46.248,m,will you play for a little while?,0,,,,,1,you,,,,1,0,,
2767124,,c,b,,,,,,,,,,,,,,
2768932,,c,b,,,,,,,,,,,,,,
2770596,,c,b,,,,,,,,,,,,,,
2772326,,c,b,,,,,,,,,,,,,,
2776712,,c,b,,,,,,,,,,,,,,
2778990,,c,b,,,,,,,,,,,,,,
2782186,,c,c,,,,,,,,,,,,,,
2787831,,c,b,,,,,,,,,,,,,,
2814690,,c,love Mommy,,,,,,,,,,,,,,
2818974,,c,baby,,,,,,,,,,,,,,
2840774,,c,pinkie,,,,,,,,,,,,,,
2856612,,c,this,,,,,,,,,,,,,,
2863956,,c,this,,,,,,,,,,,,,,
2865350,,c,this,,,,,,,,,,,,,,
2866744,,c,this,,,,,,,,,,,,,,
2868172,,c,b,,,,,,,,,,,,,,
2872998,,c,b,,,,,,,,,,,,,,
2874870,,c,b,,,,,,,,,,,,,,
2875788,,c,b,,,,,,,,,,,,,,
